time,temperature_2m_min,temperature_2m_max,precipitation_sum
2021-09-21,5.8,7.6,14.6
2021-09-22,4.8,8.3,6.0
2021-09-23,3.6,11.0,6.2
2021-09-24,5.9,11.4,0.5
2021-09-25,5.4,11.4,6.4
2021-09-26,8.2,11.8,7.1
2021-09-27,7.3,10.9,0.8
2021-09-28,3.0,10.4,0.1
2021-09-29,0.1,10.2,0.0
2021-09-30,4.6,7.9,0.0
2021-10-01,3.5,8.2,0.0
2021-10-02,3.2,9.4,0.0
2021-10-03,1.5,10.2,0.0
2021-10-04,1.0,10.7,0.0
2021-10-05,4.6,9.4,0.0
2021-10-06,2.7,11.9,0.0
2021-10-07,-0.6,10.9,0.0
2021-10-08,-2.2,11.8,0.0
2021-10-09,-1.8,12.4,0.0
2021-10-10,0.2,13.2,0.0
2021-10-11,-1.4,12.5,0.0
2021-10-12,2.6,12.8,0.0
2021-10-13,5.1,13.8,0.5
2021-10-14,6.8,8.6,11.2
2021-10-15,4.9,8.4,9.1
2021-10-16,5.0,11.0,0.6
2021-10-17,3.5,7.9,0.0
2021-10-18,1.5,7.3,2.2
2021-10-19,1.0,5.1,0.5
2021-10-20,-1.7,3.5,3.0
2021-10-21,4.3,13.1,2.9
2021-10-22,6.3,12.7,0.5
2021-10-23,2.4,8.7,0.0
2021-10-24,-0.1,4.5,0.6
2021-10-25,-3.6,2.9,0.0
2021-10-26,-0.5,7.0,0.0
2021-10-27,2.3,6.2,0.1
2021-10-28,2.1,10.1,0.9
2021-10-29,1.3,9.0,0.5
2021-10-30,6.8,11.9,0.0
2021-10-31,4.5,7.3,0.0
2021-11-01,0.3,9.2,0.0
2021-11-02,-0.2,4.6,0.0
2021-11-03,2.1,7.1,1.7
2021-11-04,3.8,9.1,4.0
2021-11-05,3.8,11.9,4.9
2021-11-06,6.0,11.9,0.4
2021-11-07,3.7,7.0,3.7
2021-11-08,4.4,6.5,2.3
2021-11-09,-3.0,2.8,2.8
2021-11-10,-4.9,0.8,0.0
2021-11-11,-0.6,2.1,4.3
2021-11-12,0.2,5.5,4.6
2021-11-13,2.5,4.5,0.6
2021-11-14,-1.1,2.0,1.4
2021-11-15,-2.0,1.2,0.2
2021-11-16,-2.5,0.6,0.0
2021-11-17,-2.8,0.1,0.0
2021-11-18,-2.0,0.0,0.4
2021-11-19,0.3,2.5,0.9
2021-11-20,0.2,1.8,8.1
2021-11-21,-1.3,2.4,1.9
2021-11-22,-4.0,-0.9,0.2
2021-11-23,-6.1,-1.7,0.0
2021-11-24,-7.6,1.4,2.3
2021-11-25,0.4,2.2,0.4
2021-11-26,-0.3,2.3,0.5
2021-11-27,-0.4,2.3,3.3
2021-11-28,-1.1,3.9,0.8
2021-11-29,-0.3,4.5,2.1
2021-11-30,-3.0,7.0,19.8
2021-12-01,-8.8,-2.1,6.9
2021-12-02,-9.6,-0.1,2.7
2021-12-03,-0.2,1.5,6.8
2021-12-04,-7.9,-0.3,0.2
2021-12-05,-6.8,-2.1,2.1
2021-12-06,-4.9,-2.9,1.0
2021-12-07,-5.4,0.1,9.1
2021-12-08,-9.7,-1.2,0.3
2021-12-09,-14.7,-10.2,0.4
2021-12-10,-16.0,-12.0,0.0
2021-12-11,-16.1,-10.5,0.0
2021-12-12,-10.6,-3.2,0.2
2021-12-13,-3.9,-2.2,4.2
2021-12-14,-5.1,-2.6,6.3
2021-12-15,-5.8,-1.4,0.4
2021-12-16,-1.9,1.3,3.5
2021-12-17,-0.6,1.4,0.6
2021-12-18,-3.4,-0.5,0.5
2021-12-19,-4.0,0.0,5.8
2021-12-20,-15.3,-4.1,2.4
2021-12-21,-19.6,-16.2,0.6
2021-12-22,-25.6,-20.8,0.2
2021-12-23,-23.1,-10.7,0.1
2021-12-24,-14.8,-10.2,0.4
2021-12-25,-14.4,-6.5,3.3
2021-12-26,-15.3,-5.9,1.6
2021-12-27,-15.7,-8.7,0.2
2021-12-28,-16.7,-9.9,0.1
2021-12-29,-15.7,-10.9,0.0
2021-12-30,-15.4,-8.6,0.0
2021-12-31,-8.5,-3.1,1.6
