time,temperature_2m_min,temperature_2m_max,precipitation_sum
2024-03-27,-4.6,6.5,0.0
2024-03-28,-6.6,5.2,0.0
2024-03-29,0.2,5.7,0.2
2024-03-30,2.1,11.4,1.5
2024-03-31,0.4,15.5,0.0
2024-04-01,6.6,19.5,0.0
2024-04-02,7.5,21.9,0.0
2024-04-03,4.8,16.4,1.0
2024-04-04,-0.7,5.7,0.5
2024-04-05,-4.7,3.7,0.0
2024-04-06,-2.6,8.0,0.6
2024-04-07,-0.3,14.7,0.1
2024-04-08,5.1,17.7,2.0
2024-04-09,7.3,18.7,0.5
2024-04-10,7.1,20.0,0.0
2024-04-11,8.6,17.4,0.0
2024-04-12,6.8,14.9,1.4
2024-04-13,3.1,13.4,0.1
2024-04-14,3.2,13.7,2.6
2024-04-15,4.2,10.1,2.7
2024-04-16,3.7,12.9,0.2
2024-04-17,6.4,12.4,5.9
2024-04-18,2.5,10.1,4.0
2024-04-19,2.7,15.7,3.6
2024-04-20,0.4,11.3,1.2
2024-04-21,2.2,16.2,0.0
2024-04-22,6.8,16.8,0.0
2024-04-23,4.1,13.5,0.0
2024-04-24,0.0,13.5,0.0
2024-04-25,8.5,20.0,1.4
2024-04-26,8.6,21.4,2.9
2024-04-27,5.9,14.3,16.9
2024-04-28,3.4,15.7,0.0
2024-04-29,3.8,18.5,0.0
2024-04-30,7.5,21.2,0.0
2024-05-01,8.8,18.6,0.1
2024-05-02,5.0,11.5,0.0
2024-05-03,3.0,9.2,0.0
2024-05-04,-1.3,13.7,0.1
2024-05-05,2.7,11.6,4.4
2024-05-06,1.3,9.0,0.0
2024-05-07,1.7,4.7,8.4
2024-05-08,-0.7,5.8,2.0
2024-05-09,-1.7,5.7,1.8
2024-05-10,0.6,12.3,0.5
2024-05-11,4.0,10.7,3.1
2024-05-12,1.1,6.2,0.2
2024-05-13,-1.0,9.8,0.0
2024-05-14,0.1,11.9,0.1
2024-05-15,1.6,16.2,0.1
2024-05-16,5.0,20.1,0.1
2024-05-17,9.4,20.4,3.3
2024-05-18,6.6,19.8,0.0
2024-05-19,5.7,19.2,0.0
2024-05-20,9.0,23.9,0.0
2024-05-21,11.1,23.5,7.4
2024-05-22,10.1,21.8,0.0
2024-05-23,7.8,19.3,0.0
2024-05-24,6.6,21.0,0.0
2024-05-25,8.0,23.4,0.0
2024-05-26,9.9,23.7,1.8
2024-05-27,10.2,22.6,0.0
2024-05-28,9.5,25.3,0.0
2024-05-29,12.6,27.6,0.0
2024-05-30,14.5,28.2,0.0
2024-05-31,14.2,28.8,0.0
2024-06-01,14.9,29.8,0.0
2024-06-02,14.7,27.5,1.6
2024-06-03,16.5,24.6,2.5
2024-06-04,14.2,25.0,1.6
2024-06-05,15.1,26.4,0.0
2024-06-06,15.8,25.3,2.3
2024-06-07,15.5,23.6,0.4
2024-06-08,14.9,23.3,0.0
2024-06-09,12.0,22.1,1.0
2024-06-10,11.6,24.0,0.4
2024-06-11,16.4,25.5,33.0
2024-06-12,16.8,26.0,11.9
2024-06-13,17.2,23.5,3.8
2024-06-14,14.5,22.4,1.6
2024-06-15,13.6,24.6,0.0
2024-06-16,14.1,25.6,1.5
2024-06-17,18.2,25.0,13.8
2024-06-18,18.0,23.6,3.1
2024-06-19,15.3,25.0,0.2
2024-06-20,14.1,23.6,16.8
2024-06-21,12.3,20.9,0.0
2024-06-22,12.0,21.4,0.0
2024-06-23,10.7,22.2,0.0
2024-06-24,10.4,20.6,0.4
2024-06-25,10.4,22.6,0.1
2024-06-26,14.6,22.1,0.3
2024-06-27,12.2,25.1,0.0
2024-06-28,12.8,27.1,0.0
2024-06-29,16.4,29.9,0.1
2024-06-30,18.3,30.0,0.5
2024-07-01,18.5,30.6,0.0
2024-07-02,20.6,31.3,0.0
2024-07-03,21.3,32.9,0.0
2024-07-04,18.5,32.8,0.0
2024-07-05,18.4,28.6,16.8
2024-07-06,15.8,23.1,0.7
2024-07-07,12.4,26.6,0.0
2024-07-08,13.6,28.0,0.0
2024-07-09,15.9,29.8,0.0
2024-07-10,17.4,26.8,0.1
2024-07-11,13.2,27.2,0.0
2024-07-12,15.3,29.1,0.0
2024-07-13,17.6,29.2,0.1
2024-07-14,19.9,30.1,0.3
2024-07-15,19.6,29.1,1.2
2024-07-16,19.4,29.4,1.3
2024-07-17,18.4,29.6,0.0
2024-07-18,20.7,27.1,0.9
2024-07-19,18.9,24.5,5.5
2024-07-20,15.9,23.9,1.2
2024-07-21,15.3,24.4,1.4
2024-07-22,15.3,22.2,7.9
2024-07-23,14.3,23.1,0.1
2024-07-24,11.5,26.2,0.0
2024-07-25,14.4,25.2,5.7
2024-07-26,12.1,24.5,0.0
2024-07-27,12.7,26.8,0.0
2024-07-28,16.4,24.8,7.3
2024-07-29,15.3,22.0,11.1
2024-07-30,11.9,21.7,0.7
2024-07-31,13.5,19.6,1.4
2024-08-01,13.4,20.4,5.4
2024-08-02,12.7,21.6,1.0
2024-08-03,13.1,22.7,0.6
2024-08-04,12.8,23.7,1.7
2024-08-05,13.3,23.5,2.1
2024-08-06,13.5,23.8,1.4
2024-08-07,13.1,23.4,0.2
2024-08-08,14.8,23.2,2.3
2024-08-09,13.9,22.7,0.8
2024-08-10,12.7,24.2,0.3
2024-08-11,13.7,19.8,7.7
2024-08-12,11.5,19.3,0.1
2024-08-13,11.3,19.5,0.8
2024-08-14,12.8,21.7,0.1
2024-08-15,9.9,21.1,0.0
2024-08-16,9.8,23.4,0.0
2024-08-17,13.0,24.8,1.8
2024-08-18,17.3,26.4,0.4
2024-08-19,14.0,27.5,0.0
2024-08-20,16.6,24.2,4.9
2024-08-21,12.1,23.2,0.0
2024-08-22,13.3,24.7,0.0
2024-08-23,15.3,23.8,16.5
2024-08-24,11.8,22.6,0.0
2024-08-25,13.0,26.8,0.0
2024-08-26,14.6,27.6,0.0
2024-08-27,15.8,28.1,0.0
2024-08-28,16.8,25.4,0.0
2024-08-29,14.1,25.1,0.0
2024-08-30,12.6,24.6,0.0
2024-08-31,12.9,26.4,0.0
2024-09-01,16.3,29.2,0.0
2024-09-02,13.9,26.7,0.0
2024-09-03,11.7,25.8,0.0
2024-09-04,13.4,21.5,0.0
2024-09-05,9.3,20.5,0.0
2024-09-06,7.8,22.5,0.0
2024-09-07,9.4,23.8,0.0
2024-09-08,9.2,24.8,0.0
2024-09-09,10.1,25.4,0.0
2024-09-10,12.8,25.9,0.1
2024-09-11,14.7,25.2,0.0
2024-09-12,16.4,25.6,0.0
2024-09-13,18.2,26.2,0.0
2024-09-14,13.5,24.8,0.0
2024-09-15,12.8,25.7,0.0
2024-09-16,9.5,24.5,0.0
2024-09-17,10.2,24.4,0.0
2024-09-18,10.0,23.6,0.0
2024-09-19,10.2,21.3,0.0
2024-09-20,9.3,20.4,0.0
2024-09-21,11.0,21.8,0.0
2024-09-22,5.7,13.9,0.0
2024-09-23,4.2,15.0,0.0
2024-09-24,3.1,19.1,0.0
2024-09-25,8.7,22.6,0.0
2024-09-26,12.0,21.5,0.0
2024-09-27,14.2,18.8,4.4
2024-09-28,14.0,23.0,4.0
2024-09-29,11.0,20.5,4.9
2024-09-30,8.7,13.2,0.0
2024-10-01,7.0,17.5,0.0
2024-10-02,8.0,19.4,0.0
2024-10-03,5.2,20.9,0.0
2024-10-04,8.2,13.6,9.5
2024-10-05,7.4,12.7,0.2
2024-10-06,4.8,11.6,8.7
2024-10-07,9.6,18.6,11.6
2024-10-08,11.8,13.5,9.8
2024-10-09,6.1,11.2,1.3
2024-10-10,5.8,10.5,0.0
2024-10-11,6.6,15.3,0.0
2024-10-12,7.7,13.9,0.1
2024-10-13,3.6,8.0,0.0
2024-10-14,0.7,5.7,11.7
2024-10-15,1.0,8.5,3.8
2024-10-16,3.0,6.8,3.5
2024-10-17,-1.4,7.9,0.0
2024-10-18,-3.3,7.8,0.0
2024-10-19,-3.3,8.2,0.0
2024-10-20,0.7,10.9,0.0
2024-10-21,2.1,11.8,0.0
2024-10-22,5.0,10.8,0.0
2024-10-23,6.7,11.4,4.3
2024-10-24,5.1,9.0,4.3
2024-10-25,-0.8,7.0,0.4
2024-10-26,-1.5,7.8,0.0
2024-10-27,2.0,7.9,0.0
2024-10-28,0.9,8.9,2.0
2024-10-29,3.2,7.9,0.7
2024-10-30,-0.8,8.7,5.6
2024-10-31,1.8,7.1,1.2
2024-11-01,1.5,10.1,14.9
2024-11-02,-2.7,7.2,8.2
2024-11-03,-2.5,1.0,0.2
2024-11-04,-2.4,0.3,7.1
2024-11-05,-2.8,-1.0,0.4
2024-11-06,-7.4,3.3,3.1
2024-11-07,2.3,5.0,0.0
2024-11-08,2.9,4.7,0.2
2024-11-09,1.0,6.8,0.0
2024-11-10,1.4,5.3,0.0
2024-11-11,-1.1,1.4,0.0
2024-11-12,-2.7,0.9,0.0
2024-11-13,-0.1,2.0,0.0
2024-11-14,-0.9,0.5,0.1
2024-11-15,-0.9,1.0,3.0
2024-11-16,0.4,5.3,0.7
2024-11-17,3.9,5.9,0.9
2024-11-18,3.1,4.4,0.6
2024-11-19,0.7,3.4,0.7
2024-11-20,-0.2,6.3,2.1
2024-11-21,5.7,8.8,15.5
2024-11-22,-0.7,2.1,1.0
2024-11-23,0.2,0.7,14.2
2024-11-24,-5.3,0.1,0.7
2024-11-25,-7.6,-2.9,0.0
2024-11-26,-8.5,-0.6,0.0
2024-11-27,-9.2,-1.6,0.0
2024-11-28,-3.9,-1.5,1.2
2024-11-29,-2.2,1.1,0.4
2024-11-30,-0.4,0.6,0.0
2024-12-01,-0.2,2.0,0.2
2024-12-02,-1.6,0.1,0.0
2024-12-03,-0.1,1.4,0.0
2024-12-04,-3.9,0.8,0.4
2024-12-05,-6.1,-3.4,0.0
2024-12-06,-6.1,-4.4,0.0
2024-12-07,-4.6,-1.5,7.7
2024-12-08,-3.7,-1.6,9.1
2024-12-09,-3.3,-1.3,1.8
2024-12-10,-5.5,-2.2,0.0
2024-12-11,-6.7,-0.9,0.0
2024-12-12,-5.3,-0.6,0.8
2024-12-13,-10.0,-5.3,0.3
2024-12-14,-11.3,-4.2,2.7
2024-12-15,-5.8,-2.3,3.7
2024-12-16,-2.7,-0.1,4.0
2024-12-17,-8.9,-0.2,3.7
2024-12-18,-11.8,-8.6,0.2
2024-12-19,-18.9,-3.9,2.1
2024-12-20,-3.2,2.6,0.9
2024-12-21,-4.6,1.8,1.0
2024-12-22,-5.8,-3.0,0.0
2024-12-23,-4.1,-1.1,0.0
2024-12-24,-1.0,0.2,0.9
2024-12-25,-1.8,-0.4,2.8
2024-12-26,-1.1,0.6,0.0
2024-12-27,-0.2,1.3,0.0
2024-12-28,-1.5,-0.1,0.0
2024-12-29,-0.9,0.2,0.0
2024-12-30,-0.5,2.0,0.3
2024-12-31,-2.1,1.6,5.1
